ticker,name,type,sector,article_date,article_headline,label
EHTH,"eHealth, Inc.",EQUITY,Financial Services,2020-04-24,54 Stocks Moving In Friday's Mid-Day Session,neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2020-04-24,"Benzinga's Top Upgrades, Downgrades For April 24, 2020",neutral
AROW,Arrow Financial Corporation,EQUITY,Financial Services,2020-04-24,Arrow Financial Q1 EPS $0.540 Down From $0.600 YoY,mildly bearish
BSET,"Bassett Furniture Industries, Incorporated",EQUITY,Consumer Cyclical,2020-04-24,Bassett Furniture Reports Will Resume Production At Its Manufacturing Locations Next Week,mildly bullish
CYCC,"Cyclacel Pharmaceuticals, Inc.",EQUITY,Healthcare,2020-04-24,Pesistance Pays: How I've Kept April's Green Streak Alive,neutral
CALM,"Cal-Maine Foods, Inc.",EQUITY,Consumer Defensive,2020-04-24,"Cal-Maine Foods, Inc. Issues Response to Texas Attorney General Lawsuit Alleging Co. Has Engaged In Price Gauging, Says 'strongly denies these allegations and will vigorously defend itself against the lawsuit'",mildly bullish
ALKS,Alkermes plc,EQUITY,Healthcare,2020-04-26,"The Week Ahead In Biotech (April 26-May 2): Cancer Conference, Earnings News Flow In The Spotlight",neutral
AMGN,Amgen Inc.,EQUITY,Healthcare,2020-04-26,"The Week Ahead In Biotech (April 26-May 2): Cancer Conference, Earnings News Flow In The Spotlight",neutral
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2020-04-27,Check Point Software Technologies shares are trading higher after the company reported better-than-expected Q1 EPS and sales results.,mildly bullish
CDNS,"Cadence Design Systems, Inc.",EQUITY,Technology,2020-04-27,Stocks That Hit 52-Week Highs On Monday,mildly bullish
EHTH,"eHealth, Inc.",EQUITY,Financial Services,2020-04-27,81 Biggest Movers From Friday,neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2020-04-27,"Deutsche Bank Maintains Hold on eBay, Raises Price Target to $42",mildly bullish
AMED,"Amedisys, Inc.",EQUITY,Healthcare,2020-04-27,A Peek Into The Markets: US Stock Futures Signal Higher Start On Wall Street,mildly bullish
CAKE,The Cheesecake Factory Incorporated,EQUITY,Consumer Cyclical,2020-04-27,"Shares of several restaurant companies are trading higher. Strength potentially in anticipation of Georgia's reopening of businesses, including restaurants.",mildly bullish
FCEL,"FuelCell Energy, Inc.",EQUITY,Industrials,2020-04-27,72 Stocks Moving In Monday's Mid-Day Session,neutral
CGNX,Cognex Corporation,EQUITY,Technology,2020-04-27,"Cognex Q1 Adj. EPS $0.110 Beats $0.080 Estimate, Sales $167.235M Beat $157.370M Estimate",mildly bullish
AUDC,AudioCodes Ltd.,EQUITY,Technology,2020-04-27,Stocks That Hit 52-Week Highs On Monday,mildly bullish
AAPL,Apple Inc.,EQUITY,Technology,2020-04-27,"Raymond James Says 'We lowered our iPhone estimates 2 weeks ago to take into account the likelihood of slower sales, and we don't see a reason to change our estimates at this time'",mildly bearish
AUDC,AudioCodes Ltd.,EQUITY,Technology,2020-04-27,AudioCodes shares are trading higher after the company reported better-than-expected Q1 EPS and sales results.,mildly bullish
AAPL,Apple Inc.,EQUITY,Technology,2020-04-27,Will COVID-19 Accelerate The Adoption Of Autonomous Vehicles?,neutral
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-04-27,Will COVID-19 Accelerate The Adoption Of Autonomous Vehicles?,neutral
CAKE,The Cheesecake Factory Incorporated,EQUITY,Consumer Cyclical,2020-04-27,RC Cake Holdings Reports 22.5% Active Stake In Cheesecake Factory,mildly bullish
EXPE,"Expedia Group, Inc.",EQUITY,Consumer Cyclical,2020-04-27,"Shares of several companies in the travel, cruise, gaming and hotel space are trading higher. Strength potentially in anticipation of some US states planning to reopen their economies.",mildly bullish
AUDC,AudioCodes Ltd.,EQUITY,Technology,2020-04-27,12 Technology Stocks Moving In Monday's Pre-Market Session,neutral
AAPL,Apple Inc.,EQUITY,Technology,2020-04-27,Global Smartphone Shipments to Fall to 1.15B Units in 2020,mildly bearish
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2020-04-27,"5 Stocks To Watch For April 27, 2020",neutral
AAPL,Apple Inc.,EQUITY,Technology,2020-04-27,"Apple Is Pushing Back New iPhone Production, WSJ Reports",mildly bearish
DHIL,"Diamond Hill Investment Group, Inc.",EQUITY,Financial Services,2020-04-27,Diamond Hill Inv Gr Q1 EPS $0.470 Down From $4.840 YoY,strongly bearish
APTO,Aptose Biosciences Inc.,EQUITY,Healthcare,2020-04-27,Aptose Highlights Presentation Of Prelim. Clinical Data On CG-806 At AACR Virtual Meeting,mildly bullish
ALNY,"Alnylam Pharmaceuticals, Inc.",EQUITY,Healthcare,2020-04-28,"The Daily Biotech Pulse: Pfizer Earnings, Roche's Spinal Muscular Dystrophy Treatment, Moderna COVID-19 Vaccine Update",neutral
CGNX,Cognex Corporation,EQUITY,Technology,2020-04-28,34 Stocks Moving in Tuesday's Pre-Market Session,neutral
CINF,Cincinnati Financial Corporation,EQUITY,Financial Services,2020-04-28,56 Stocks Moving In Tuesday's Mid-Day Session,neutral
AKAM,"Akamai Technologies, Inc.",EQUITY,Technology,2020-04-28,"Akamai Technologies Q1 EPS $1.200 Beats $1.160 Estimate, Sales $764.000M Beat $749.760M Estimate",mildly bullish
EWBC,"East West Bancorp, Inc.",EQUITY,Financial Services,2020-04-28,Shares of several global financial services companies are trading higher for the session as some US states ease lockdown restrictions and as investors weigh quarterly earnings from blue chip companies.,mildly bullish
AUDC,AudioCodes Ltd.,EQUITY,Technology,2020-04-28,Stocks That Hit 52-Week Highs On Tuesday,mildly bullish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-04-28,UPS Faces Mix/Margin Challenges As COVID-19 Skews Shipping Choices,mildly bearish
CNTY,"Century Casinos, Inc.",EQUITY,Consumer Cyclical,2020-04-28,56 Stocks Moving In Tuesday's Mid-Day Session,neutral
CHKP,Check Point Software Technologies Ltd.,EQUITY,Technology,2020-04-28,"Morgan Stanley Maintains Underweight on Check Point Software, Raises Price Target to $90",mildly bearish
CTSO,Cytosorbents Corporation,EQUITY,Healthcare,2020-04-28,"The Daily Biotech Pulse: Pfizer Earnings, Roche's Spinal Muscular Dystrophy Treatment, Moderna COVID-19 Vaccine Update",neutral
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-04-28,Amazon Introduces One-Year Free Subscription For Its Food Network Kitchen App,mildly bullish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-04-28,Oscar Organizers To Allow Films Released On Streaming Platforms To Be Eligible For 2021 Academic Awards,neutral
DCOM,"Dime Community Bancshares, Inc.",EQUITY,Financial Services,2020-04-28,Recap: Dime Community Bancshares Q1 Earnings,neutral
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-04-28,Tigress Financial Analyst Ivan Feinseth On Amazon Weakness Notes 'The stock has had an incredible run making new all-time highs in a difficult market' as Co. 'has benefited from being the place to go to during the shelter in place lockdown',mildly bullish
EA,Electronic Arts Inc.,EQUITY,Communication Services,2020-04-28,Electronic Arts Reports Partnership With Google To Bring Google's Stadio Platform To EA Games,mildly bullish
COLM,Columbia Sportswear Company,EQUITY,Consumer Cyclical,2020-04-29,"Benzinga's Top Upgrades, Downgrades For April 29, 2020",neutral
AMD,"Advanced Micro Devices, Inc.",EQUITY,Technology,2020-04-29,"B of A Securities Maintains Buy on Advanced Micro Devices, Raises Price Target to $65",mildly bullish
CSGP,"CoStar Group, Inc.",EQUITY,Real Estate,2020-04-29,"JP Morgan Maintains Underweight on CoStar Gr, Lowers Price Target to $660",mildly bearish
AGNC,AGNC Investment Corp.,EQUITY,Real Estate,2020-04-29,"JP Morgan Maintains Overweight on AGNC Investment, Lowers Price Target to $16.5",mildly bullish
AMD,"Advanced Micro Devices, Inc.",EQUITY,Technology,2020-04-29,"Piper Sandler Maintains Overweight on Advanced Micro Devices, Raises Price Target to $60",mildly bullish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-04-29,"Locked Down, Demand Up: Amazon Shines As Virus Economy Plays To Its Strengths",mildly bullish
AMD,"Advanced Micro Devices, Inc.",EQUITY,Technology,2020-04-29,"AMD Analysts Eye Valuation, PC Risks, Intel Competition After Q1 Report",mildly bearish
ARAY,Accuray Incorporated,EQUITY,Healthcare,2020-04-29,35 Stocks Moving in Wednesday's Pre-Market Session,neutral
AAPL,Apple Inc.,EQUITY,Technology,2020-04-29,"Shares of several technology companies are trading higher amid market strength following positive data from a study of Gilead's Remdesivir, which is being evaluated for coronavirus. A successful treatment could mean a sooner return to economic activity. NOTE: Some names may also be moving in sympathy following recent earnings from Google and some semiconductor companies.",mildly bullish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-04-29,"Overwatch Champion Sinatraa Retires From League, Joins Sentinels VALORANT Roster",neutral
CARZ,First Trust S-Network Future Vehicles & Technology ETF,ETF,,2020-04-29,3 ETFs For Tesla Earnings,mildly bullish
ACNB,ACNB Corporation,EQUITY,Financial Services,2020-04-29,ACNB Q1 EPS $0.400 Down From $0.830 YoY,mildly bearish
BRKL,"Brookline Bancorp, Inc.",EQUITY,Financial Services,2020-04-29,Brookline Bancorp Q1 EPS $(0.220) Does Not Compare To $0.220 Estimate,strongly bearish
CHNR,"China Natural Resources, Inc.",EQUITY,Industrials,2020-04-29,China Natural Resources Reports Applied For 45-Day Extension Of Filing Deadline For Form 20-F,neutral
ALKS,Alkermes plc,EQUITY,Healthcare,2020-04-29,Alkermes PLC shares are trading lower after the company reported Q1 earnings results.,mildly bearish
AMD,"Advanced Micro Devices, Inc.",EQUITY,Technology,2020-04-29,Advanced Micro Devices shares are trading lower after the company reported Q1 earnings results.  The company also issued Q2 sales guidance with a midpoint below analyst estimates.,mildly bearish
ADP,"Automatic Data Processing, Inc.",EQUITY,Industrials,2020-04-29,"ADP Sees FY20 Sales Growth ~3%, Adj. EPS Growth 4-7%",mildly bullish
DXCM,"DexCom, Inc.",EQUITY,Healthcare,2020-04-29,"Oppenheimer Maintains Outperform on DexCom, Raises Price Target to $360",mildly bullish
AMAT,"Applied Materials, Inc.",EQUITY,Technology,2020-04-29,"Shares of several technology companies are trading higher amid market strength following positive data from a study of Gilead's Remdesivir, which is being evaluated for coronavirus. A successful treatment could mean a sooner return to economic activity. NOTE: Some names may also be moving in sympathy following recent earnings from Google and some semiconductor companies.",mildly bullish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-04-29,PreMarket Prep Stock Of The Day: Blue Apron,neutral
CROX,"Crocs, Inc.",EQUITY,Consumer Cyclical,2020-04-29,"Shares of several consumer good companies are trading higher following positive data from a study of Gilead's Remdesivir, a potential coronavirus treatment candidate. A successful treatment could make a sooner return to economic activity and investment.",mildly bullish
ADSK,"Autodesk, Inc.",EQUITY,Technology,2020-04-29,"Shares of several technology companies are trading higher amid market strength following positive data from a study of Gilead's Remdesivir, which is being evaluated for coronavirus. A successful treatment could mean a sooner return to economic activity. NOTE: Some names may also be moving in sympathy following recent earnings from Google and some semiconductor companies.",mildly bullish
CSCO,"Cisco Systems, Inc.",EQUITY,Technology,2020-04-29,"Shares of several technology companies are trading higher amid market strength following positive data from a study of Gilead's Remdesivir, which is being evaluated for coronavirus. A successful treatment could mean a sooner return to economic activity. NOTE: Some names may also be moving in sympathy following recent earnings from Google and some semiconductor companies.",mildly bullish
CAR,"Avis Budget Group, Inc.",EQUITY,Industrials,2020-04-29,Avis Budget Group Shares Tick Lower In Sympathy With Hertz,mildly bearish
ARLP,"Alliance Resource Partners, L.P.",EQUITY,Energy,2020-04-29,82 Stocks Moving In Wednesday's Mid-Day Session,neutral
ALGT,Allegiant Travel Company,EQUITY,Industrials,2020-04-29,US Treasury Secretary Steve Mnuchin Says There Are No Plans For Added Money For Airlines At This Time,neutral
DENN,Denny's Corporation,EQUITY,Consumer Cyclical,2020-04-29,"Shares of several consumer good companies are trading higher following positive data from a study of Gilead's Remdesivir, a potential coronavirus treatment candidate. A successful treatment could make a sooner return to economic activity and investment.",mildly bullish
CINF,Cincinnati Financial Corporation,EQUITY,Financial Services,2020-04-29,82 Biggest Movers From Yesterday,neutral
ARAY,Accuray Incorporated,EQUITY,Healthcare,2020-04-30,108 Biggest Movers From Yesterday,neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2020-04-30,"Morgan Stanley Maintains Equal-Weight on eBay, Raises Price Target to $38",mildly bullish
AMGN,Amgen Inc.,EQUITY,Healthcare,2020-04-30,"Amgen Q1 Adj. EPS $4.170 Beats $3.760 Estimate, Sales $6.200B Beat $5.980B Estimate",mildly bullish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-04-30,A Peek Into The Markets: US Stock Futures Edge Higher Ahead Of Apple Earnings,neutral
DAIO,Data I/O Corporation,EQUITY,Technology,2020-04-30,"Data I/O Q1 EPS $(0.070) Beats $(0.160) Estimate, Adj. EBTIDA Loss $110K, Sales $4.800M Beat $4.400M Estimate",mildly bullish
EXTR,"Extreme Networks, Inc.",EQUITY,Technology,2020-04-30,Shares of several technology companies are trading lower amid market weakness following US jobless claims and consumer spending data.,mildly bearish
APOG,"Apogee Enterprises, Inc.",EQUITY,Industrials,2020-04-30,"UPDATE: Apogee Says Its LSO Segment Expected To Report Operating Loss In H1'20, Return To 'Strong' Levels Of Financial Performance When Customers Fully Reopen",mildly bullish
AAPL,Apple Inc.,EQUITY,Technology,2020-04-30,Morning Market Stats in 5 Minutes,neutral
CROX,"Crocs, Inc.",EQUITY,Consumer Cyclical,2020-04-30,Shares of several apparel and footwear companies are trading lower as markets dip following US jobless claims and personal spending data. Lower personal spending could be a negative catalyst for consumer goods such as apparel.,mildly bearish
CHRW,"C.H. Robinson Worldwide, Inc.",EQUITY,Industrials,2020-04-30,"UBS Maintains Buy on C.H. Robinson Worldwide, Raises Price Target to $78",mildly bullish
CMCSA,Comcast Corporation,EQUITY,Communication Services,2020-04-30,Comcast shares are trading lower after the company reported Q1 results.,mildly bearish
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2020-04-30,"Credit Suisse Maintains Outperform on eBay, Raises Price Target to $50",mildly bullish
AMGN,Amgen Inc.,EQUITY,Healthcare,2020-04-30,Amgen shares are trading higher after the company reported better-than-expected Q1 EPS and sales results. The company also reaffirmed FY20 EPS and sales guidance.,mildly bullish
AAPL,Apple Inc.,EQUITY,Technology,2020-04-30,Apple Shares Trading Higher 2.3% Following Q2 Earnings,mildly bullish
DXCM,"DexCom, Inc.",EQUITY,Healthcare,2020-04-30,"The Daily Biotech Pulse: FDA Nod For GlaxoSmithKline, Hologic To Launch Coronavirus Test, Amarin's Strong Q1",mildly bullish
COLM,Columbia Sportswear Company,EQUITY,Consumer Cyclical,2020-04-30,Shares of several apparel and footwear companies are trading lower as markets dip following US jobless claims and personal spending data. Lower personal spending could be a negative catalyst for consumer goods such as apparel.,mildly bearish
APOG,"Apogee Enterprises, Inc.",EQUITY,Industrials,2020-04-30,Apogee Says Expects Its Large Scale Optical Segment's 2 Primary Manufacturing Locations To Remain Closed Through End Of Jun.,mildly bearish
DXCM,"DexCom, Inc.",EQUITY,Healthcare,2020-04-30,108 Biggest Movers From Yesterday,neutral
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-04-30,From Amazon Earnings Conference Call: Saw Big Increase In Grocery Sales In Mar.,mildly bullish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-04-30,"From Amazon Earnings Conference Call: Large Portion Of $4B Will Be Spent On Impact To Productivity Of Social Distancing Practices In Warehouses, Increased Wages, Overtime For Workers",mildly bullish
CRAI,"CRA International, Inc.",EQUITY,Industrials,2020-04-30,CRA International: Q1 Earnings Insights,mildly bullish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-04-30,3 ETFs To Buy For Amazon's Earnings,mildly bullish
AAPL,Apple Inc.,EQUITY,Technology,2020-04-30,Apple CEO Tim Cook: Store Traffic Not Back To Pre-COVID-19 Levels In China,mildly bearish
ASPS,Altisource Portfolio Solutions S.A.,EQUITY,Real Estate,2020-04-30,"Altisource Portfolio Q1 EPS $0.170 Beats $0.090 Estimate, Sales $113.176M Miss $122.150M Estimate",mildly bullish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-04-30,Amazon shares are trading lower after the company reported worse-than-expected Q1 EPS results.,mildly bearish
CNOB,"ConnectOne Bancorp, Inc.",EQUITY,Financial Services,2020-05-01,"Raymond James Maintains Strong Buy on ConnectOne Bancorp, Lowers Price Target to $21",mildly bullish
EGHT,"8x8, Inc.",EQUITY,Technology,2020-05-01,Shares of several technology companies are trading lower on market weakness as investor uncertainty grows following quarterly earnings results from multiple companies.,mildly bearish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-05-01,"UPDATE: Morgan Stanley Maintains Overweight On Amazon, Raises Target To $2,600 Notes 'Accelerating growth and consumer demand still outpacing AMZN's network capacity speak to the structural share gains afoot'",mildly bullish
AMGN,Amgen Inc.,EQUITY,Healthcare,2020-05-01,"CFRA Maintains Buy on Amgen, Raises Price Target to $259",mildly bullish
BELFA,Bel Fuse Inc.,EQUITY,Technology,2020-05-01,Bel Fuse: Q1 Earnings Insights,neutral
CHTR,"Charter Communications, Inc.",EQUITY,Communication Services,2020-05-01,"Charter Communications Q1 EPS $1.860 Up From $1.110 YoY, Sales $11.738B Miss $11.790B Estimate",mildly bearish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-05-01,"Mizuho Maintains Buy on Amazon.com, Raises Price Target to $2550",mildly bullish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-05-01,"JMP Securities Maintains Market Outperform on Amazon.com, Raises Price Target to $2850",mildly bullish
AAPL,Apple Inc.,EQUITY,Technology,2020-05-01,"Apple Has 'Better Days Ahead,' Analysts Say After Q1 Earnings Beat",mildly bullish
AMGN,Amgen Inc.,EQUITY,Healthcare,2020-05-01,Shares of several healthcare companies are trading lower as markets dip following recent strength. Markets have sold off as investors weigh recent earnings and amid concerns of renewed US-China trade frictions.,mildly bearish
AAPL,Apple Inc.,EQUITY,Technology,2020-05-01,"Apple Shows Signs Of Recovery From Coronavirus, Doesn't Shake Bulls With Lack Of Guidance",mildly bullish
CINF,Cincinnati Financial Corporation,EQUITY,Financial Services,2020-05-01,Shares of several global financial services companies are trading lower on market weakness as investor uncertainty grows following quarterly earnings results from multiple companies.,mildly bearish
AMGN,Amgen Inc.,EQUITY,Healthcare,2020-05-01,"8 Stocks To Watch For May 1, 2020",neutral
CHTR,"Charter Communications, Inc.",EQUITY,Communication Services,2020-05-01,Charter Communications shares are trading higher after the company reported Q1 EPS results up from last year.,mildly bullish
ATNI,"ATN International, Inc.",EQUITY,Communication Services,2020-05-01,72 Biggest Movers From Yesterday,neutral
EXEL,"Exelixis, Inc.",EQUITY,Healthcare,2020-05-01,"Cramer Weighs In On Cracker Barrel, UPS And More",neutral
AAPL,Apple Inc.,EQUITY,Technology,2020-05-01,"Disappointment From Amazon, Apple Weighs On Market As Investors Also Consider Energy Earnings",mildly bearish
ALGN,"Align Technology, Inc.",EQUITY,Healthcare,2020-05-01,Shares of several healthcare companies are trading lower as markets dip following recent strength. Markets have sold off as investors weigh recent earnings and amid concerns of renewed US-China trade frictions.,mildly bearish
AMAT,"Applied Materials, Inc.",EQUITY,Technology,2020-05-01,Shares of several technology companies are trading lower on market weakness as investor uncertainty grows following quarterly earnings results from multiple companies. NOTE: This could potentially be a sell-off after the S&P 500 rallied 12.7% over the past month.,mildly bearish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-05-01,"Morgan Stanley Maintains Overweight on Amazon.com, Raises Price Target to $2600",mildly bullish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-05-01,"KeyBanc Maintains Overweight on Amazon.com, Raises Price Target to $2700",mildly bullish
AAPL,Apple Inc.,EQUITY,Technology,2020-05-01,"DA Davidson Maintains Buy on Apple, Lowers Price Target to $355",mildly bullish
ERIC,Telefonaktiebolaget LM Ericsson (publ),EQUITY,Technology,2020-05-01,"Ericsson Shares Rebound From Low, Hearing Co. Seeking Bids For Up To $2B Sale Of Its Iconectiv",mildly bullish
AVGO,Broadcom Inc.,EQUITY,Technology,2020-05-01,Shares of several technology companies are trading lower on market weakness as investor uncertainty grows following quarterly earnings results from multiple companies. NOTE: This could potentially be a sell-off after the S&P 500 rallied 12.7% over the past month.,mildly bearish
ALNY,"Alnylam Pharmaceuticals, Inc.",EQUITY,Healthcare,2020-05-03,The Week Ahead In Biotech: Smid-Cap Earnings News Flow Picks Up Pace,neutral
BDSI,"BioDelivery Sciences International, Inc.",EQUITY,,2020-05-03,The Week Ahead In Biotech: Smid-Cap Earnings News Flow Picks Up Pace,neutral
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-05-03,"Benzinga's Bulls And Bears Of The Week: Ford, Gilead, Microsoft, Intel And More",neutral
CYTK,"Cytokinetics, Incorporated",EQUITY,Healthcare,2020-05-03,The Week Ahead In Biotech: Smid-Cap Earnings News Flow Picks Up Pace,neutral
DENN,Denny's Corporation,EQUITY,Consumer Cyclical,2020-05-04,"Denny's Prelim. Comps For Apr.: Down 79% For Week Ended Apr. 1, Down 78% For Week Ended Apr. 8, Down 76% For Week Ended Apr. 15, Down 72% For Last Week In Apr.",strongly bearish
CAR,"Avis Budget Group, Inc.",EQUITY,Industrials,2020-05-04,98 Biggest Movers From Friday,neutral
DENN,Denny's Corporation,EQUITY,Consumer Cyclical,2020-05-04,Denny's Furloughed 25% Of Corporate Office,mildly bearish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-05-04,"GM, Disney In Focus Along With Friday's Payrolls Data As Stocks Appear Shaky To Start New Week",neutral
CAR,"Avis Budget Group, Inc.",EQUITY,Industrials,2020-05-04,"Earnings Scheduled For May 4, 2020",neutral
CHTR,"Charter Communications, Inc.",EQUITY,Communication Services,2020-05-04,"UPDATE: Rosenblatt Reiterates Buy On Charter Communications, Raises Target To $620 Notes 'We exit earnings more bullish on CHTR's opportunity to accelerate broadband share gains and are raising our already above consensus forecast'",mildly bullish
CAR,"Avis Budget Group, Inc.",EQUITY,Industrials,2020-05-04,"Avis Budget Group Says Action To Respond To Crisis, Included Significant Reductions In Personnel, Shrinking Size Of Fleet & Halting Non-essential Spending",mildly bearish
FDUS,Fidus Investment Corporation,EQUITY,Financial Services,2020-05-04,"B. Riley FBR Maintains Neutral on Fidus Investment, Raises Price Target to $9",mildly bullish
CHTR,"Charter Communications, Inc.",EQUITY,Communication Services,2020-05-04,"KeyBanc Maintains Overweight on Charter Communications, Raises Price Target to $604",mildly bullish
BCPC,Balchem Corporation,EQUITY,Basic Materials,2020-05-04,"HC Wainwright & Co. Maintains Buy on Balchem, Lowers Price Target to $104",mildly bullish
ARCB,ArcBest Corporation,EQUITY,Industrials,2020-05-05,"ArcBest Q1 Adj. EPS $0.360 Beats $(0.110) Estimate, Sales $701.399M Miss $706.020M Estimate",mildly bullish
CTSO,Cytosorbents Corporation,EQUITY,Healthcare,2020-05-05,"CytoSorbents Q1 EPS $(0.100) Beats $(0.130) Estimate, Sales $8.707M Beat $7.000M Estimate",mildly bullish
AMZN,"Amazon.com, Inc.",EQUITY,Consumer Cyclical,2020-05-05,"Charles Schwab Launches Fractional Shares, The Ability To Gift Stock",mildly bullish
AAPL,Apple Inc.,EQUITY,Technology,2020-05-05,What Apple's WWDC 2020 Invite Says About This Year's Virtual Presentation,neutral
AMCX,AMC Networks Inc.,EQUITY,Communication Services,2020-05-05,"CFRA Upgrades AMC Networks to Buy, Lowers Price Target to $28",mildly bullish
CRUS,"Cirrus Logic, Inc.",EQUITY,Technology,2020-05-05,"A Peek Into The Markets: US Stock Futures Rise Ahead Of Earnings, Economic Reports",mildly bullish
AMCX,AMC Networks Inc.,EQUITY,Communication Services,2020-05-05,AMC Networks: Q1 Earnings Insights,mildly bearish
EXPD,"Expeditors International of Washington, Inc.",EQUITY,Industrials,2020-05-05,"Earnings Scheduled For May 5, 2020",neutral
AMD,"Advanced Micro Devices, Inc.",EQUITY,Technology,2020-05-05,"Cramer Shares His Thoughts On Nokia, Intel And More",neutral
BLDR,"Builders FirstSource, Inc.",EQUITY,Industrials,2020-05-05,"Deutsche Bank Downgrades Builders FirstSource to Hold, Announces $17 Price Target",mildly bearish
AMAT,"Applied Materials, Inc.",EQUITY,Technology,2020-05-05,"Shares of several technology companies are trading higher amid market strength as some US states begin easing lockdown measures, which has raised hopes of an economic rebound. Investors also weigh recent earnings from companies in the space.",mildly bullish
CTSO,Cytosorbents Corporation,EQUITY,Healthcare,2020-05-05,"The Daily Biotech Pulse: Bio-Rad's Coronavirus Test Gets EUA, Beat-And-Raise Quarter From GenMark, Adverum's Positive Gene Therapy Readout",mildly bullish
EA,Electronic Arts Inc.,EQUITY,Communication Services,2020-05-05,"A Peek Into The Markets: US Stock Futures Rise Ahead Of Earnings, Economic Reports",mildly bullish
EA,Electronic Arts Inc.,EQUITY,Communication Services,2020-05-05,10 Stocks Moving In Tuesday's After-Hours Session,neutral
ACGL,Arch Capital Group Ltd.,EQUITY,Financial Services,2020-05-05,"JP Morgan Maintains Neutral on Arch Capital Group, Lowers Price Target to $30",neutral
CTSO,Cytosorbents Corporation,EQUITY,Healthcare,2020-05-06,58 Stocks Moving In Wednesday's Mid-Day Session,neutral
DLHC,DLH Holdings Corp.,EQUITY,Industrials,2020-05-06,"DLH Holdings Q2 EPS $0.160 Beats $0.130 Estimate, Sales $54.800M Beat $52.580M Estimate",mildly bullish
ACHC,"Acadia Healthcare Company, Inc.",EQUITY,Healthcare,2020-05-06,"Baird Maintains Neutral on Acadia Healthcare Co, Lowers Price Target of $30",neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2020-05-06,Amazon Emerges As The Winner Of The COVID-19 Outbreak,strongly bullish
AEIS,"Advanced Energy Industries, Inc.",EQUITY,Industrials,2020-05-06,"Advanced Energy Indus Q1 Adj. EPS $0.910 Beats $0.650 Estimate, Sales $315.460M Beat $307.470M Estimate",mildly bullish
CHEF,"The Chefs' Warehouse, Inc.",EQUITY,Consumer Defensive,2020-05-06,"The Chefs' Warehouse Q1 Adj. EPS $(0.600) Misses $(0.150) Estimate, Sales $375.400M Beat $361.720M Estimate",mildly bearish
ACHC,"Acadia Healthcare Company, Inc.",EQUITY,Healthcare,2020-05-06,"Raymond James Reiterates Outperform on Acadia Healthcare Co, Lowers Price Target to $35",mildly bullish
CGEN,Compugen Ltd.,EQUITY,Healthcare,2020-05-06,"Compugen Q1 EPS $(0.100), Inline",mildly bearish
EFOI,"Energy Focus, Inc.",EQUITY,Consumer Cyclical,2020-05-06,11 Consumer Cyclical Stocks Moving In Wednesday's Pre-Market Session,neutral
ALNY,"Alnylam Pharmaceuticals, Inc.",EQUITY,Healthcare,2020-05-06,Alnylam Cuts FY20 ONPATTRO Sales Guidance From $285M-$315M To $270M-$300M,mildly bearish
AUDC,AudioCodes Ltd.,EQUITY,Technology,2020-05-06,Stocks That Hit 52-Week Highs On Wednesday,mildly bullish
EXPD,"Expeditors International of Washington, Inc.",EQUITY,Industrials,2020-05-06,"Credit Suisse Maintains Underperform on Expeditors International, Raises Price Target to $66",mildly bearish
ACLS,"Axcelis Technologies, Inc.",EQUITY,Technology,2020-05-06,58 Stocks Moving In Wednesday's Mid-Day Session,neutral
EBAY,eBay Inc.,EQUITY,Consumer Cyclical,2020-05-06,Watching eBay Shares As Hearing Dealreporter Speculation Co.'s Classifieds Unit Is Still Drawing Interest,mildly bullish
